Stacja;Data;Godzina;zjawisko;Zachmurzenia;Cisnienie
12418;03.08.2020;02:00:00;Deszcz;0;1011.1
12424;03.08.2020;02:00:00;Deszcz;8;1011.0
12435;03.08.2020;02:00:00;Deszcz;8;1011.0
12455;03.08.2020;02:00:00;Deszcz;8;1010.8
12205;03.08.2020;03:00:00;Mgˆa;7;1011.5
12235;03.08.2020;03:00:00;Deszcz;8;1010.7
12330;03.08.2020;03:00:00;Deszcz;8;1010.7
12424;03.08.2020;03:00:00;Deszcz;8;1010.8
12435;03.08.2020;03:00:00;Deszcz;8;1010.5
12540;03.08.2020;03:00:00;Deszcz;8;1011.5
12100;03.08.2020;04:00:00;Mgˆa;0;1011.1
12235;03.08.2020;04:00:00;Deszcz;8;1010.8
12250;03.08.2020;04:00:00;Deszcz;8;1010.3
12300;03.08.2020;04:00:00;Deszcz;8;1011.6
12330;03.08.2020;04:00:00;Deszcz;8;1010.8
12400;03.08.2020;04:00:00;Mgˆa;8;1011.2
12415;03.08.2020;04:00:00;Deszcz;0;1011.3
12435;03.08.2020;04:00:00;Deszcz;8;1010.5
12455;03.08.2020;04:00:00;Deszcz;8;1010.3
12530;03.08.2020;04:00:00;Deszcz;8;1010.7
12540;03.08.2020;04:00:00;Deszcz;8;1011.0
12155;03.08.2020;04:00:00;Deszcz;7;1010.5
12100;03.08.2020;05:00:00;Mgˆa;6;1011.1
12230;03.08.2020;05:00:00;Deszcz;0;1010.7
12235;03.08.2020;05:00:00;Deszcz;8;1011.0
12250;03.08.2020;05:00:00;Deszcz;8;1010.3
12300;03.08.2020;05:00:00;Deszcz;8;1011.4
12415;03.08.2020;05:00:00;Deszcz;0;1011.3
12418;03.08.2020;05:00:00;Deszcz;0;1011.0
12435;03.08.2020;05:00:00;Deszcz;8;1010.7
12455;03.08.2020;05:00:00;Deszcz;8;1010.6
12124;03.08.2020;00:00:00;Deszcz;8;1011.5
12124;03.08.2020;01:00:00;Deszcz;7;1011.1
12136;02.08.2020;22:00:00;Deszcz;8;1011.3
12212;03.08.2020;01:00:00;Deszcz;8;1011.5
12326;03.08.2020;01:00:00;Deszcz;8;1011.4
12326;03.08.2020;02:00:00;Deszcz;8;1011.3
12160;03.08.2020;06:00:00;Deszcz;8;1010.1
12230;03.08.2020;06:00:00;Deszcz;8;1010.7
12235;03.08.2020;06:00:00;Deszcz;8;1010.7
12250;03.08.2020;06:00:00;Deszcz;8;1010.1
12330;03.08.2020;06:00:00;Deszcz;8;1010.4
12360;03.08.2020;06:00:00;Deszcz;0;1009.7
12415;03.08.2020;06:00:00;Deszcz;8;1011.0
12418;03.08.2020;06:00:00;Deszcz;8;1010.7
12435;03.08.2020;06:00:00;Deszcz;8;1010.3
12455;03.08.2020;06:00:00;Deszcz;8;1010.2
12500;03.08.2020;06:00:00;Deszcz;8;1011.1
12530;03.08.2020;06:00:00;Deszcz;8;1010.5
12160;03.08.2020;07:00:00;Deszcz;8;1010.0
12230;03.08.2020;07:00:00;Deszcz;8;1010.6
12235;03.08.2020;07:00:00;Deszcz;8;1010.8
12250;03.08.2020;07:00:00;Deszcz;8;1010.0
12330;03.08.2020;07:00:00;Deszcz;8;1010.3
12415;03.08.2020;07:00:00;Deszcz;8;1010.9
12418;03.08.2020;07:00:00;Deszcz;8;1010.6
12435;03.08.2020;07:00:00;Deszcz;8;1010.4
12500;03.08.2020;07:00:00;Deszcz;8;1010.9
12520;03.08.2020;07:00:00;Deszcz;8;1010.1
12540;03.08.2020;07:00:00;Deszcz;8;1010.1
12550;03.08.2020;07:00:00;Deszcz;0;1010.5
12160;03.08.2020;08:00:00;Deszcz;8;1010.4
12235;03.08.2020;08:00:00;Deszcz;8;1010.8
12250;03.08.2020;08:00:00;Deszcz;8;1009.6
12330;03.08.2020;08:00:00;Deszcz;8;1010.5
12360;03.08.2020;08:00:00;Deszcz;0;1009.6
12415;03.08.2020;08:00:00;Deszcz;8;1010.6
12418;03.08.2020;08:00:00;Deszcz;8;1010.5
12435;03.08.2020;08:00:00;Deszcz;8;1010.3
12455;03.08.2020;08:00:00;Deszcz;8;1010.6
12500;03.08.2020;08:00:00;Deszcz;8;1010.8
12520;03.08.2020;08:00:00;Deszcz;8;1010.0
12530;03.08.2020;08:00:00;Deszcz;8;1010.2
12160;03.08.2020;09:00:00;Deszcz;8;1010.3
12270;03.08.2020;09:00:00;Deszcz;8;1009.7
12330;03.08.2020;09:00:00;Deszcz;8;1010.4
12424;03.08.2020;09:00:00;Deszcz;8;1010.3
12435;03.08.2020;09:00:00;Deszcz;8;1010.2
12530;03.08.2020;09:00:00;Deszcz;8;1009.9
12230;03.08.2020;09:00:00;Deszcz;8;1010.7
12272;03.08.2020;09:00:00;Deszcz;8;1010.0
12415;03.08.2020;09:00:00;Deszcz;8;1010.6
12418;03.08.2020;09:00:00;Deszcz;8;1010.3
12455;03.08.2020;09:00:00;Deszcz;8;1010.0
12500;03.08.2020;09:00:00;Deszcz;8;1010.6
12520;03.08.2020;09:00:00;Deszcz;8;1010.1
12160;03.08.2020;10:00:00;Deszcz;8;1010.1
12230;03.08.2020;10:00:00;Deszcz;8;1010.6
12250;03.08.2020;10:00:00;Deszcz;8;1009.9
12330;03.08.2020;10:00:00;Deszcz;8;1010.3
12415;03.08.2020;10:00:00;Deszcz;8;1010.7
12418;03.08.2020;10:00:00;Deszcz;8;1010.3
12424;03.08.2020;10:00:00;Deszcz;8;1010.4
12435;03.08.2020;10:00:00;Deszcz;8;1010.5
12455;03.08.2020;10:00:00;Deszcz;8;1010.3
12500;03.08.2020;10:00:00;Deszcz;8;1010.9
12520;03.08.2020;10:00:00;Deszcz;8;1009.8
12540;03.08.2020;10:00:00;Deszcz;8;1009.2
12230;03.08.2020;11:00:00;Deszcz;8;1010.5
12250;03.08.2020;11:00:00;Deszcz;8;1010.0
12330;03.08.2020;11:00:00;Deszcz;8;1010.3
12400;03.08.2020;11:00:00;Deszcz;8;1011.2
12415;03.08.2020;11:00:00;Deszcz;8;1010.2
12418;03.08.2020;11:00:00;Deszcz;8;1010.1
12424;03.08.2020;11:00:00;Deszcz;8;1009.7
12435;03.08.2020;11:00:00;Deszcz;8;1010.3
12455;03.08.2020;11:00:00;Deszcz;8;1009.7
12500;03.08.2020;11:00:00;Deszcz;8;1010.8
12520;03.08.2020;11:00:00;Deszcz;8;1009.7
12530;03.08.2020;11:00:00;Deszcz;8;1009.4
12540;03.08.2020;11:00:00;Deszcz;8;1009.4
12142;03.08.2020;04:00:00;Deszcz;8;1010.5
12142;03.08.2020;06:00:00;Deszcz;8;1010.5
12142;03.08.2020;08:00:00;Deszcz;8;1010.5
12146;03.08.2020;04:00:00;Deszcz;7;1010.4
12146;03.08.2020;06:00:00;Deszcz;7;1010.5
12146;03.08.2020;07:00:00;Deszcz;7;1010.3
12226;03.08.2020;04:00:00;Deszcz;8;1011.6
12226;03.08.2020;05:00:00;Deszcz;8;1011.4
12230;03.08.2020;12:00:00;Deszcz;8;1010.3
12235;03.08.2020;12:00:00;Deszcz;8;1010.3
12250;03.08.2020;12:00:00;Deszcz;8;1009.9
12270;03.08.2020;12:00:00;Deszcz;8;1009.3
12326;03.08.2020;05:00:00;Deszcz;8;1010.9
12326;03.08.2020;06:00:00;Deszcz;8;1010.7
12326;03.08.2020;08:00:00;Deszcz;8;1010.4
12330;03.08.2020;12:00:00;Deszcz;8;1010.2
12336;03.08.2020;03:00:00;Deszcz;8;1010.7
12336;03.08.2020;08:00:00;Deszcz;8;1010.1
12342;03.08.2020;05:00:00;Deszcz;7;1010.3
12342;03.08.2020;06:00:00;Deszcz;7;1009.9
12342;03.08.2020;08:00:00;Deszcz;7;1009.5
12345;03.08.2020;04:00:00;Deszcz;0;1010.1
12400;03.08.2020;12:00:00;Deszcz;8;1011.0
12415;03.08.2020;12:00:00;Deszcz;8;1010.3
12418;03.08.2020;12:00:00;Deszcz;8;1009.9
12424;03.08.2020;12:00:00;Deszcz;8;1009.8
12435;03.08.2020;12:00:00;Deszcz;8;1010.0
12455;03.08.2020;12:00:00;Deszcz;8;1009.6
12500;03.08.2020;12:00:00;Deszcz;8;1011.1
12520;03.08.2020;12:00:00;Deszcz;8;1009.2
12530;03.08.2020;12:00:00;Deszcz;8;1009.7
12540;03.08.2020;12:00:00;Deszcz;8;1010.1
12160;03.08.2020;13:00:00;Deszcz;8;1009.8
12230;03.08.2020;13:00:00;Deszcz;8;1010.2
12235;03.08.2020;13:00:00;Deszcz;8;1010.3
12250;03.08.2020;13:00:00;Deszcz;8;1009.7
12272;03.08.2020;13:00:00;Deszcz;8;1009.4
12330;03.08.2020;13:00:00;Deszcz;8;1010.1
12360;03.08.2020;13:00:00;Deszcz;0;1010.2
12400;03.08.2020;13:00:00;Deszcz;8;1010.7
12415;03.08.2020;13:00:00;Deszcz;8;1010.1
12418;03.08.2020;13:00:00;Deszcz;8;1009.9
12424;03.08.2020;13:00:00;Deszcz;8;1009.4
12435;03.08.2020;13:00:00;Deszcz;8;1009.7
12455;03.08.2020;13:00:00;Deszcz;8;1009.5
12500;03.08.2020;13:00:00;Deszcz;8;1011.0
12520;03.08.2020;13:00:00;Deszcz;8;1009.0
12530;03.08.2020;13:00:00;Deszcz;8;1009.6
12540;03.08.2020;13:00:00;Deszcz;8;1009.7
12550;03.08.2020;13:00:00;Deszcz;0;1009.2
12600;03.08.2020;13:00:00;Deszcz;8;1009.0
12160;03.08.2020;14:00:00;Deszcz;8;1009.8
12185;03.08.2020;14:00:00;Deszcz;8;1009.6
12230;03.08.2020;14:00:00;Deszcz;8;1009.7
12235;03.08.2020;14:00:00;Deszcz;8;1010.1
12250;03.08.2020;14:00:00;Deszcz;8;1009.5
12270;03.08.2020;14:00:00;Deszcz;8;1009.7
12272;03.08.2020;14:00:00;Deszcz;8;1009.6
12280;03.08.2020;14:00:00;Deszcz;8;1009.7
12330;03.08.2020;14:00:00;Deszcz;8;1009.8
12360;03.08.2020;14:00:00;Deszcz;0;1009.8
12400;03.08.2020;14:00:00;Deszcz;8;1010.3
12415;03.08.2020;14:00:00;Deszcz;8;1009.7
12418;03.08.2020;14:00:00;Deszcz;8;1009.7
12424;03.08.2020;14:00:00;Deszcz;8;1008.8
12435;03.08.2020;14:00:00;Deszcz;8;1009.2
12455;03.08.2020;14:00:00;Deszcz;8;1009.2
12469;03.08.2020;14:00:00;Deszcz;8;1008.6
12500;03.08.2020;14:00:00;Deszcz;8;1010.3
12520;03.08.2020;14:00:00;Deszcz;8;1008.7
12530;03.08.2020;14:00:00;Deszcz;8;1009.0
12540;03.08.2020;14:00:00;Deszcz;8;1009.2
12550;03.08.2020;14:00:00;Deszcz;0;1009.6
12560;03.08.2020;14:00:00;Deszcz;8;1009.3
12600;03.08.2020;14:00:00;Deszcz;8;1009.6
12160;03.08.2020;15:00:00;Deszcz;8;1009.7
12235;03.08.2020;15:00:00;Deszcz;8;1009.8
12250;03.08.2020;15:00:00;Deszcz;8;1009.1
12270;03.08.2020;15:00:00;Deszcz;8;1009.7
12280;03.08.2020;15:00:00;Deszcz;8;1009.5
12330;03.08.2020;15:00:00;Deszcz;8;1009.5
12400;03.08.2020;15:00:00;Deszcz;8;1009.9
12424;03.08.2020;15:00:00;Deszcz;8;1008.3
12435;03.08.2020;15:00:00;Deszcz;8;1008.6
12465;03.08.2020;15:00:00;Deszcz;8;1009.2
12530;03.08.2020;15:00:00;Deszcz;8;1008.3
12185;03.08.2020;15:00:00;Deszcz;8;1009.8
12230;03.08.2020;15:00:00;Deszcz;8;1009.5
12272;03.08.2020;15:00:00;Deszcz;8;1009.6
12285;03.08.2020;15:00:00;Deszcz;0;1008.9
12415;03.08.2020;15:00:00;Deszcz;8;1009.7
12418;03.08.2020;15:00:00;Deszcz;8;1009.4
12455;03.08.2020;15:00:00;Deszcz;8;1008.9
12469;03.08.2020;15:00:00;Deszcz;8;1008.8
12520;03.08.2020;15:00:00;Deszcz;8;1008.9
12540;03.08.2020;15:00:00;Deszcz;8;1008.3
12560;03.08.2020;15:00:00;Deszcz;8;1008.8
12600;03.08.2020;15:00:00;Deszcz;8;1009.0
12135;03.08.2020;16:00:00;Deszcz;8;1009.8
12160;03.08.2020;16:00:00;Deszcz;8;1009.6
12185;03.08.2020;16:00:00;Deszcz;8;1009.3
12235;03.08.2020;16:00:00;Deszcz;8;1009.8
12250;03.08.2020;16:00:00;Deszcz;8;1008.7
12270;03.08.2020;16:00:00;Deszcz;8;1009.0
12272;03.08.2020;16:00:00;Deszcz;8;1009.4
12280;03.08.2020;16:00:00;Deszcz;8;1009.4
12330;03.08.2020;16:00:00;Deszcz;8;1009.3
12415;03.08.2020;16:00:00;Deszcz;8;1009.7
12418;03.08.2020;16:00:00;Deszcz;8;1009.4
12424;03.08.2020;16:00:00;Deszcz;8;1008.3
12435;03.08.2020;16:00:00;Deszcz;8;1008.3
12455;03.08.2020;16:00:00;Deszcz;8;1008.3
12465;03.08.2020;16:00:00;Deszcz;8;1008.8
12469;03.08.2020;16:00:00;Deszcz;8;1008.4
12520;03.08.2020;16:00:00;Deszcz;8;1009.1
12530;03.08.2020;16:00:00;Deszcz;8;1007.8
12550;03.08.2020;16:00:00;Deszcz;0;1008.8
12560;03.08.2020;16:00:00;Deszcz;8;1008.6
12660;03.08.2020;16:00:00;Deszcz;0;1007.7
12135;03.08.2020;17:00:00;Deszcz;8;1009.8
12160;03.08.2020;17:00:00;Deszcz;8;1009.2
12185;03.08.2020;17:00:00;Deszcz;8;1009.0
12235;03.08.2020;17:00:00;Deszcz;8;1009.7
12250;03.08.2020;17:00:00;Deszcz;8;1008.6
12270;03.08.2020;17:00:00;Deszcz;8;1009.2
12272;03.08.2020;17:00:00;Deszcz;8;1009.0
12280;03.08.2020;17:00:00;Deszcz;8;1009.0
12285;03.08.2020;17:00:00;Deszcz;0;1009.3
12330;03.08.2020;17:00:00;Deszcz;8;1009.2
12415;03.08.2020;17:00:00;Deszcz;7;1009.2
12418;03.08.2020;17:00:00;Deszcz;8;1009.1
12424;03.08.2020;17:00:00;Deszcz;8;1008.4
12435;03.08.2020;17:00:00;Deszcz;8;1008.0
12455;03.08.2020;17:00:00;Deszcz;8;1007.9
12465;03.08.2020;17:00:00;Deszcz;8;1008.6
12469;03.08.2020;17:00:00;Deszcz;8;1008.8
12530;03.08.2020;17:00:00;Deszcz;8;1007.6
12566;03.08.2020;17:00:00;Deszcz;8;1008.9
12142;03.08.2020;10:00:00;Deszcz;8;1010.4
12142;03.08.2020;11:00:00;Deszcz;7;1010.3
12142;03.08.2020;12:00:00;Deszcz;8;1010.3
12142;03.08.2020;13:00:00;Deszcz;8;1010.1
12142;03.08.2020;14:00:00;Deszcz;8;1010.1
12226;03.08.2020;13:00:00;Deszcz;7;1010.6
12326;03.08.2020;09:00:00;Deszcz;8;1010.4
12326;03.08.2020;10:00:00;Deszcz;8;1010.2
12326;03.08.2020;11:00:00;Deszcz;8;1010.3
12326;03.08.2020;12:00:00;Deszcz;8;1010.1
12326;03.08.2020;13:00:00;Deszcz;8;1009.9
12326;03.08.2020;14:00:00;Deszcz;8;1009.7
12336;03.08.2020;09:00:00;Deszcz;8;1009.9
12336;03.08.2020;10:00:00;Deszcz;8;1009.8
12336;03.08.2020;11:00:00;Deszcz;8;1009.7
12336;03.08.2020;12:00:00;Deszcz;8;1009.6
12336;03.08.2020;13:00:00;Deszcz;8;1009.4
12336;03.08.2020;14:00:00;Deszcz;8;1009.1
12342;03.08.2020;09:00:00;Deszcz;7;1009.8
12342;03.08.2020;10:00:00;Deszcz;7;1009.7
12342;03.08.2020;11:00:00;Deszcz;8;1009.5
12342;03.08.2020;12:00:00;Deszcz;8;1009.6
12342;03.08.2020;13:00:00;Deszcz;8;1009.5
12342;03.08.2020;14:00:00;Deszcz;8;1009.2
12345;03.08.2020;09:00:00;Deszcz;0;1010.1
12345;03.08.2020;12:00:00;Deszcz;0;1010.1
12345;03.08.2020;13:00:00;Deszcz;0;1009.8
12345;03.08.2020;14:00:00;Deszcz;0;1009.4
12454;03.08.2020;11:00:00;Deszcz;8;1009.8
12454;03.08.2020;14:00:00;Deszcz;8;1008.8
12135;03.08.2020;18:00:00;Deszcz;8;1009.7
12155;03.08.2020;18:00:00;Deszcz;8;1009.4
12160;03.08.2020;18:00:00;Deszcz;8;1009.0
12185;03.08.2020;18:00:00;Deszcz;8;1009.0
12235;03.08.2020;18:00:00;Deszcz;8;1009.8
12250;03.08.2020;18:00:00;Deszcz;8;1008.9
12270;03.08.2020;18:00:00;Deszcz;8;1009.2
12272;03.08.2020;18:00:00;Deszcz;8;1009.3
12280;03.08.2020;18:00:00;Deszcz;8;1009.4
12330;03.08.2020;18:00:00;Deszcz;8;1009.0
12360;03.08.2020;18:00:00;Deszcz;0;1008.6
12435;03.08.2020;18:00:00;Deszcz;8;1007.7
12465;03.08.2020;18:00:00;Deszcz;8;1008.8
12469;03.08.2020;18:00:00;Deszcz;8;1009.1
12530;03.08.2020;18:00:00;Deszcz;8;1007.5
12135;03.08.2020;19:00:00;Deszcz;8;1010.0
12155;03.08.2020;19:00:00;Deszcz;8;1009.6
12160;03.08.2020;19:00:00;Deszcz;8;1009.1
12235;03.08.2020;19:00:00;Deszcz;8;1010.0
12250;03.08.2020;19:00:00;Deszcz;8;1008.8
12270;03.08.2020;19:00:00;Deszcz;8;1009.2
12280;03.08.2020;19:00:00;Deszcz;8;1009.5
12330;03.08.2020;19:00:00;Deszcz;8;1009.2
12360;03.08.2020;19:00:00;Deszcz;0;1009.2
12465;03.08.2020;19:00:00;Deszcz;8;1008.5
12530;03.08.2020;19:00:00;Deszcz;8;1008.2
12135;03.08.2020;20:00:00;Deszcz;8;1009.6
12160;03.08.2020;20:00:00;Deszcz;8;1009.1
12185;03.08.2020;20:00:00;Deszcz;0;1009.2
12235;03.08.2020;20:00:00;Deszcz;8;1010.3
12250;03.08.2020;20:00:00;Deszcz;8;1008.8
12270;03.08.2020;20:00:00;Deszcz;8;1009.3
12280;03.08.2020;20:00:00;Deszcz;8;1009.2
12360;03.08.2020;20:00:00;Deszcz;0;1008.6
12530;03.08.2020;20:00:00;Deszcz;8;1008.6
12155;03.08.2020;20:00:00;Deszcz;8;1009.3
12155;03.08.2020;21:00:00;Deszcz;8;1009.3
12160;03.08.2020;21:00:00;Deszcz;8;1009.0
12185;03.08.2020;21:00:00;Deszcz;0;1009.0
12230;03.08.2020;21:00:00;Deszcz;0;1010.0
12250;03.08.2020;21:00:00;Deszcz;8;1008.9
12270;03.08.2020;21:00:00;Deszcz;8;1009.2
12280;03.08.2020;21:00:00;Deszcz;8;1009.1
12285;03.08.2020;21:00:00;Deszcz;0;1009.3
12330;03.08.2020;21:00:00;Deszcz;8;1009.6
12375;03.08.2020;21:00:00;Deszcz;8;1009.1
12566;03.08.2020;21:00:00;Deszcz;8;1008.6
12600;03.08.2020;21:00:00;Deszcz;8;1008.7
12135;03.08.2020;22:00:00;Deszcz;8;1009.6
12160;03.08.2020;22:00:00;Deszcz;8;1009.2
12250;03.08.2020;22:00:00;Deszcz;8;1009.1
12270;03.08.2020;22:00:00;Deszcz;8;1009.2
12500;03.08.2020;22:00:00;Deszcz;8;1010.6
12600;03.08.2020;22:00:00;Deszcz;8;1008.7
12105;03.08.2020;23:00:00;Mgˆa;5;1010.9
12160;03.08.2020;23:00:00;Deszcz;8;1009.1
12185;03.08.2020;23:00:00;Mgˆa;0;1008.9
12250;03.08.2020;23:00:00;Deszcz;8;1008.6
12280;03.08.2020;23:00:00;Deszcz;8;1009.2
12500;03.08.2020;23:00:00;Deszcz;8;1010.3
12540;03.08.2020;23:00:00;Deszcz;8;1008.9
12560;03.08.2020;23:00:00;Deszcz;8;1008.4
12585;03.08.2020;23:00:00;Deszcz;0;1008.6
12105;04.08.2020;00:00:00;Mgˆa;6;1010.8
12142;03.08.2020;15:00:00;Deszcz;8;1010.1
12142;03.08.2020;16:00:00;Deszcz;8;1009.8
12142;03.08.2020;17:00:00;Deszcz;8;1009.9
12142;03.08.2020;18:00:00;Deszcz;8;1009.8
12142;03.08.2020;19:00:00;Deszcz;8;1009.9
12142;03.08.2020;20:00:00;Deszcz;8;1009.6
12146;03.08.2020;15:00:00;Deszcz;8;1009.6
12146;03.08.2020;16:00:00;Deszcz;8;1009.6
12146;03.08.2020;17:00:00;Deszcz;8;1009.4
12146;03.08.2020;18:00:00;Deszcz;8;1009.5
12146;03.08.2020;19:00:00;Deszcz;8;1009.6
12326;03.08.2020;15:00:00;Deszcz;8;1009.4
12326;03.08.2020;16:00:00;Deszcz;8;1009.3
12336;03.08.2020;15:00:00;Deszcz;8;1008.8
12336;03.08.2020;16:00:00;Deszcz;8;1008.5
12336;03.08.2020;17:00:00;Deszcz;8;1008.3
12336;03.08.2020;18:00:00;Deszcz;8;1008.4
12336;03.08.2020;19:00:00;Deszcz;7;1008.1
12342;03.08.2020;15:00:00;Deszcz;8;1008.7
12342;03.08.2020;16:00:00;Deszcz;8;1008.4
12342;03.08.2020;17:00:00;Deszcz;8;1008.5
12342;03.08.2020;18:00:00;Deszcz;8;1008.5
12342;03.08.2020;19:00:00;Deszcz;7;1008.3
12345;03.08.2020;15:00:00;Deszcz;0;1008.8
12345;03.08.2020;16:00:00;Deszcz;0;1008.7
12345;03.08.2020;17:00:00;Deszcz;0;1008.4
12345;03.08.2020;18:00:00;Deszcz;0;1008.3
12345;03.08.2020;19:00:00;Deszcz;0;1008.1
12452;03.08.2020;15:00:00;Deszcz;8;1009.0
12452;03.08.2020;16:00:00;Deszcz;8;1008.8
12452;03.08.2020;17:00:00;Deszcz;8;1008.9
12452;03.08.2020;18:00:00;Deszcz;8;1008.9
12452;03.08.2020;19:00:00;Deszcz;8;1008.7
12454;03.08.2020;15:00:00;Deszcz;8;1009.0
12454;03.08.2020;17:00:00;Deszcz;8;1008.3
12454;03.08.2020;18:00:00;Deszcz;8;1008.3
12466;03.08.2020;15:00:00;Deszcz;8;1008.7
12466;03.08.2020;17:00:00;Deszcz;8;1008.5
12466;03.08.2020;18:00:00;Deszcz;8;1009.5
12466;03.08.2020;19:00:00;Deszcz;8;1009.4
12560;04.08.2020;00:00:00;Deszcz;8;1008.0
12600;04.08.2020;00:00:00;Mgˆa;8;1008.1
12105;04.08.2020;01:00:00;Mgˆa;5;1010.9
12250;04.08.2020;01:00:00;Deszcz;8;1008.8
12435;04.08.2020;01:00:00;Deszcz;8;1007.5
12540;04.08.2020;01:00:00;Deszcz;8;1008.3
12600;04.08.2020;01:00:00;Mgˆa;8;1007.9
12105;04.08.2020;02:00:00;Mgˆa;5;1011.1
12205;04.08.2020;02:00:00;Mgˆa;3;1011.6
12385;04.08.2020;02:00:00;Mgˆa;7;1008.4
12455;04.08.2020;02:00:00;Mgˆa;8;1007.5
12520;04.08.2020;02:00:00;Deszcz;8;1009.1
12530;04.08.2020;02:00:00;Deszcz;8;1008.1
12540;04.08.2020;02:00:00;Deszcz;8;1008.0
12600;04.08.2020;02:00:00;Deszcz;8;1007.5
12205;04.08.2020;03:00:00;Mgˆa;3;1011.6
12270;04.08.2020;03:00:00;Mgˆa;8;1008.6
12455;04.08.2020;03:00:00;Mgˆa;8;1007.5
12520;04.08.2020;03:00:00;Deszcz;8;1008.7
12530;04.08.2020;03:00:00;Deszcz;8;1007.8
12540;04.08.2020;03:00:00;Deszcz;8;1007.4
12550;04.08.2020;03:00:00;Deszcz;0;1007.6
12560;04.08.2020;03:00:00;Deszcz;8;1007.3
12600;04.08.2020;03:00:00;Deszcz;8;1007.7
12205;04.08.2020;04:00:00;Mgˆa;5;1011.9
12270;04.08.2020;04:00:00;Mgˆa;8;1008.8
12280;04.08.2020;04:00:00;Mgˆa;8;1008.3
12424;04.08.2020;04:00:00;Deszcz;8;1008.8
12500;04.08.2020;04:00:00;Deszcz;8;1010.1
12520;04.08.2020;04:00:00;Deszcz;8;1008.7
12530;04.08.2020;04:00:00;Deszcz;8;1007.7
12540;04.08.2020;04:00:00;Deszcz;8;1006.8
12550;04.08.2020;04:00:00;Deszcz;0;1007.5
12560;04.08.2020;04:00:00;Deszcz;8;1007.5
12566;04.08.2020;04:00:00;Deszcz;8;1007.5
12600;04.08.2020;04:00:00;Deszcz;8;1006.5
12415;04.08.2020;05:00:00;Deszcz;0;1009.9
12418;04.08.2020;05:00:00;Deszcz;0;1009.7
12424;04.08.2020;05:00:00;Deszcz;8;1008.7
12500;04.08.2020;05:00:00;Deszcz;8;1010.4
12540;04.08.2020;05:00:00;Deszcz;8;1006.9
12550;04.08.2020;05:00:00;Deszcz;0;1007.6
12575;04.08.2020;05:00:00;Deszcz;0;1006.8
12600;04.08.2020;05:00:00;Deszcz;8;1005.8
12435;04.08.2020;05:00:00;Deszcz;8;1007.5
12465;04.08.2020;05:00:00;Deszcz;8;1007.7
12469;04.08.2020;05:00:00;Deszcz;0;1007.7
12520;04.08.2020;05:00:00;Deszcz;8;1008.4
12530;04.08.2020;05:00:00;Deszcz;8;1007.3
12560;04.08.2020;05:00:00;Deszcz;8;1006.3
12566;04.08.2020;05:00:00;Deszcz;8;1006.7
12670;04.08.2020;05:00:00;Burza;7;1006.9
12212;03.08.2020;23:00:00;Mgˆa;0;1011.1
12212;04.08.2020;01:00:00;Mgˆa;0;1011.1
12212;04.08.2020;02:00:00;Mgˆa;0;1011.3
12336;04.08.2020;02:00:00;Deszcz;8;1008.3
12375;04.08.2020;06:00:00;Deszcz;8;1008.2
12415;04.08.2020;06:00:00;Deszcz;8;1010.0
12418;04.08.2020;06:00:00;Deszcz;8;1010.0
12424;04.08.2020;06:00:00;Deszcz;8;1008.6
12435;04.08.2020;06:00:00;Deszcz;8;1007.8
12455;04.08.2020;06:00:00;Deszcz;8;1006.9
12465;04.08.2020;06:00:00;Deszcz;8;1008.1
12469;04.08.2020;06:00:00;Deszcz;8;1007.9
12488;04.08.2020;06:00:00;Deszcz;8;1007.4
12500;04.08.2020;06:00:00;Deszcz;8;1010.6
12520;04.08.2020;06:00:00;Deszcz;8;1008.7
12530;04.08.2020;06:00:00;Deszcz;8;1007.2
12540;04.08.2020;06:00:00;Deszcz;8;1007.1
12550;04.08.2020;06:00:00;Deszcz;0;1006.6
12560;04.08.2020;06:00:00;Deszcz;8;1005.9
12566;04.08.2020;06:00:00;Deszcz;8;1006.2
12570;04.08.2020;06:00:00;Deszcz;8;1007.4
12600;04.08.2020;06:00:00;Deszcz;8;1006.5
12660;04.08.2020;06:00:00;Deszcz;0;1006.7
12375;04.08.2020;07:00:00;Deszcz;8;1008.3
12385;04.08.2020;07:00:00;Deszcz;8;1008.1
12415;04.08.2020;07:00:00;Deszcz;8;1010.2
12418;04.08.2020;07:00:00;Deszcz;8;1010.4
12424;04.08.2020;07:00:00;Deszcz;8;1008.8
12435;04.08.2020;07:00:00;Deszcz;8;1008.0
12455;04.08.2020;07:00:00;Deszcz;8;1007.3
12465;04.08.2020;07:00:00;Deszcz;8;1008.0
12469;04.08.2020;07:00:00;Deszcz;8;1007.0
12500;04.08.2020;07:00:00;Deszcz;8;1011.1
12520;04.08.2020;07:00:00;Deszcz;8;1009.1
12530;04.08.2020;07:00:00;Deszcz;8;1007.5
12540;04.08.2020;07:00:00;Deszcz;8;1007.1
12550;04.08.2020;07:00:00;Deszcz;0;1007.1
12560;04.08.2020;07:00:00;Deszcz;8;1006.7
12570;04.08.2020;07:00:00;Deszcz;8;1007.2
12575;04.08.2020;07:00:00;Deszcz;0;1007.0
12600;04.08.2020;07:00:00;Deszcz;8;1007.1
12695;04.08.2020;07:00:00;Deszcz;0;1008.1
12250;04.08.2020;08:00:00;Deszcz;8;1009.7
12270;04.08.2020;08:00:00;Deszcz;8;1008.9
12285;04.08.2020;08:00:00;Deszcz;0;1009.1
